inputs,response
예약은 어디서 할 수 있나요?,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
진료예약을 위해 어떤 절차가 필요한가요?,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원에서 진료를 예약하려면 어떻게 해야 하나요?,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원 예약 방법을 알려주시겠어요?,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
진료일정을 조율하려면 어디로 연락하면 되나요?,"진료일정 조율을 위해서는 해당 병원의 연락처로 문의 부탁드립니다.

상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원 예약 접수는 어디에서 받나요?,"의사 예약 승인 시 자동 접수되지만, 병원 방문 시 데스크에 예약 사실을 알리는것을 권고합니다.

상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
진료를 예약하려면 어떤 경로를 이용하면 되나요?,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원 예약 절차는 어떻게 되나요?,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
진료를 미리 잡으려면 어떻게 해야 하나요?,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원에서 진료일정을 예약하려면 어떻게 진행하나요?,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
진료예약 방법에 대해 알려주세요.,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원 예약은 어디서 시작해야 하나요?,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원에서 진료를 받으려면 어떻게 예약하면 되나요?,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
진료를 받기 위한 예약은 어떻게 하면 되나요?,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원 예약 서비스는 어디에서 이용할 수 있나요?,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
예약하려면 병원에 직접 가야 하나요?,"병원 방문 없이 저희 ""Asklepios""를 활용한 진료 예약이 가능합니다.

상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원 예약 문의는 어디로 하면 되나요?,"병원 예약과 관련한 문의사항은 하단 상담사 연락처 또는 해당 병원 연락처로 문의 부탁드립니다.

상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
